Name,Overall,Potential,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Jersey Number,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
S. Ali Yahya,56,72,170000,2000,1,3.0,2.0,8,3,17,27.0,180,73,52.0,0.009885204081632654,0.012755102040816327,0.014349489795918368,0.006696428571428571,0.017219387755102043,0.010841836734693877,0.009247448979591838,0.012436224489795918,0.017538265306122448,0.022002551020408163,0.022640306122448977,0.01881377551020408,0.015625,0.022002551020408163,0.00701530612244898,0.020727040816326533,0.01881377551020408,0.01913265306122449,0.008609693877551021,0.01594387755102041,0.01690051020408163,0.013711734693877552,0.012755102040816327,37.0,0.012436224489795918,0.016262755102040817,0.017857142857142856,0.017538265306122448
B. Whitfield,63,69,500000,3000,1,3.0,3.0,2,3,22,24.0,168,62,56.0,0.01310153691106072,0.009574200050390527,0.015621063240110858,0.014865205341395817,0.01713277903754094,0.01511715797430083,0.015621063240110858,0.014865205341395817,0.015873015873015872,0.019652305366591082,0.0163769211388259,0.018140589569160998,0.013353489543965735,0.02343159486016629,0.015873015873015872,0.01310153691106072,0.013857394809775762,0.009826152683295541,0.015369110607205845,0.01234567901234568,0.005794910556815318,0.01436130007558579,0.01511715797430083,46.0,0.014865205341395817,0.00655076845553036,0.008062484252960442,0.010833963214915596
Pedro León,81,81,15000000,32000,1,3.0,4.0,7,6,22,21.0,183,73,91.0,0.011583600060966315,0.0054869684499314125,0.012650510592897426,0.010364273738759335,0.012802926383173296,0.013260173754000916,0.01295534217344917,0.01295534217344917,0.01295534217344917,0.009602194787379973,0.009602194787379973,0.010364273738759335,0.011583600060966315,0.011126352690138699,0.012802926383173296,0.00594421582075903,0.009907026367931717,0.009602194787379973,0.012193263222069806,0.008382868465172992,0.006553878981862521,0.012040847431793934,0.012498094802621552,71.0,0.010821521109586953,0.0076207895137936285,0.007011126352690139,0.0054869684499314125
V. Granat,72,72,0,0,0,3.0,2.0,8,6,1,14.0,183,79,62.0,0.008294753086419753,0.01253858024691358,0.012345679012345678,0.00945216049382716,0.009259259259259259,0.012924382716049383,0.010416666666666666,0.013117283950617283,0.009645061728395061,0.009645061728395061,0.007137345679012345,0.01253858024691358,0.013888888888888888,0.010802469135802469,0.01408179012345679,0.013695987654320988,0.012152777777777778,0.013695987654320988,0.012345679012345678,0.014467592592592594,0.01427469135802469,0.005594135802469136,0.009259259259259259,41.0,0.01408179012345679,0.01427469135802469,0.014660493827160495,0.01408179012345679
P. Vranjicán,64,64,350000,1000,1,3.0,2.0,8,6,26,27.0,183,74,30.0,0.01513671875,0.0166015625,0.0146484375,0.0146484375,0.01318359375,0.0078125,0.008544921875,0.008056640625,0.015869140625,0.012939453125,0.01416015625,0.013916015625,0.015625,0.01318359375,0.01416015625,0.015380859375,0.013671875,0.017578125,0.013671875,0.012451171875,0.00634765625,0.017822265625,0.0146484375,65.0,0.015380859375,0.01318359375,0.00244140625,0.00439453125
G. McGregor,58,72,270000,3000,1,3.0,2.0,8,3,4,36.0,180,71,40.0,0.010404280618311534,0.015457788347205707,0.019619500594530322,0.01070154577883472,0.01516052318668252,0.01248513674197384,0.013079667063020214,0.018430439952437573,0.017538644470868014,0.01991676575505351,0.02051129607609988,0.019024970273483946,0.018133174791914387,0.018133174791914387,0.016349583828775268,0.018133174791914387,0.017241379310344827,0.018430439952437573,0.010998810939357909,0.016349583828775268,0.01516052318668252,0.009512485136741973,0.017538644470868014,49.0,0.014268727705112961,0.0133769322235434,0.016646848989298454,0.01694411414982164
S. Tomita,63,63,280000,1000,1,3.0,2.0,6,6,4,17.0,174,64,59.0,0.008062484252960442,0.011085915847820609,0.017888636936255985,0.006802721088435374,0.014109347442680775,0.008314436885865457,0.007810531620055429,0.01511715797430083,0.0163769211388259,0.012849584278155708,0.012597631645250693,0.018392542202066015,0.017636684303350973,0.020660115898211137,0.010330057949105569,0.01713277903754094,0.018644494834971027,0.013605442176870748,0.009070294784580499,0.015369110607205845,0.018140589569160998,0.011085915847820609,0.014865205341395817,41.0,0.012849584278155708,0.016124968505920885,0.016628873771730914,0.016124968505920885
T. Pellenard,68,73,1000000,12000,0,3.0,3.0,8,3,7,21.0,183,78,69.0,0.006920415224913495,0.013624567474048443,0.01448961937716263,0.007136678200692042,0.014057093425605537,0.011678200692041521,0.008434256055363321,0.012759515570934257,0.01448961937716263,0.014057093425605537,0.013624567474048443,0.012543252595155709,0.014273356401384083,0.01319204152249135,0.008434256055363321,0.01578719723183391,0.01578719723183391,0.014922145328719723,0.008217993079584776,0.013624567474048443,0.01448961937716263,0.011245674740484428,0.010596885813148788,42.0,0.01319204152249135,0.014705882352941176,0.014922145328719723,0.014273356401384083
M. Krauß,60,69,325000,1000,1,3.0,3.0,8,6,24,19.0,174,65,60.0,0.016388888888888887,0.009166666666666667,0.015555555555555555,0.012222222222222221,0.018333333333333333,0.010833333333333334,0.009722222222222222,0.009166666666666667,0.017777777777777778,0.02138888888888889,0.020555555555555556,0.024166666666666666,0.012777777777777779,0.023611111111111114,0.013333333333333334,0.020833333333333332,0.01888888888888889,0.011944444444444445,0.01138888888888889,0.010277777777777778,0.006388888888888889,0.01361111111111111,0.013333333333333334,53.0,0.012222222222222221,0.010277777777777778,0.0061111111111111106,0.006666666666666667
M. Cebula,64,70,625000,1000,1,3.0,3.0,8,3,0,7.0,155,65,58.0,0.013671875,0.014892578125,0.01611328125,0.011962890625,0.015380859375,0.013671875,0.010009765625,0.015625,0.015869140625,0.0166015625,0.017822265625,0.02099609375,0.013427734375,0.020263671875,0.015380859375,0.017333984375,0.01806640625,0.012451171875,0.013671875,0.01611328125,0.012451171875,0.013671875,0.01416015625,39.0,0.013671875,0.010986328125,0.014404296875,0.013671875
D. Gremsl,59,62,200000,1000,1,3.0,2.0,8,6,3,23.0,174,65,54.0,0.013789141051422007,0.010916403332375754,0.017236426314277506,0.01350186727951738,0.019247342717609885,0.01407641482332663,0.010054582016661878,0.01292731973570813,0.01781097385808676,0.022694627980465384,0.021258259120942258,0.02585463947141626,0.01580005745475438,0.025567365699511634,0.016087331226659007,0.022694627980465384,0.018960068945705257,0.01292731973570813,0.012065498419994254,0.012352772191898878,0.005458201666187877,0.014938236139040505,0.016374604998563632,51.0,0.016374604998563632,0.009767308244757253,0.008618213157138753,0.005458201666187877
K. Høgh,52,66,100000,1000,1,3.0,2.0,2,6,26,42.0,155,61,33.0,0.02071005917159763,0.02071005917159763,0.012943786982248521,0.01183431952662722,0.015902366863905323,0.01183431952662722,0.011464497041420118,0.011094674556213017,0.017381656804733726,0.023298816568047335,0.01886094674556213,0.027736686390532544,0.01960059171597633,0.02551775147928994,0.016272189349112426,0.028106508875739643,0.014792899408284025,0.022559171597633137,0.017381656804733726,0.01183431952662722,0.00591715976331361,0.019970414201183433,0.018121301775147928,55.0,0.018121301775147928,0.005177514792899408,0.005547337278106509,0.007026627218934911
M. Koch,67,73,900000,3000,1,3.0,2.0,5,3,1,4.0,198,78,40.0,0.004900868790376476,0.017153040766317667,0.013366005791935844,0.0064602361327689905,0.008910670527957227,0.0064602361327689905,0.006683002895967922,0.01247493873914012,0.013366005791935844,0.008687903764758299,0.007574069948763645,0.013143239028736911,0.014257072844731565,0.0077968367119625745,0.010470037870349743,0.017153040766317667,0.013366005791935844,0.016930274003118733,0.006683002895967922,0.01269770550233905,0.015593673423925149,0.0057919358431721985,0.008242370238360438,65.0,0.01202940521274226,0.014702606371129428,0.014479839607930497,0.013811539318333704
V. Mantovani,68,79,1300000,2000,1,2.0,2.0,2,9,18,5.0,155,70,25.0,0.004325259515570935,0.013624567474048443,0.012326989619377162,0.006055363321799308,0.008866782006920414,0.006055363321799308,0.006704152249134948,0.008866782006920414,0.01189446366782007,0.012975778546712802,0.01189446366782007,0.012326989619377162,0.01189446366782007,0.01448961937716263,0.007785467128027682,0.016435986159169552,0.015570934256055364,0.014922145328719723,0.004541522491349481,0.014922145328719723,0.01448961937716263,0.006487889273356401,0.0062716262975778545,39.0,0.010813148788927337,0.015138408304498268,0.015570934256055364,0.014922145328719723
F. Boulaya,72,75,3900000,7000,1,4.0,5.0,2,3,24,27.0,155,70,72.0,0.011959876543209878,0.008101851851851853,0.013117283950617283,0.010416666666666666,0.0154320987654321,0.01427469135802469,0.01408179012345679,0.012345679012345678,0.014853395061728395,0.014853395061728395,0.014660493827160495,0.015625,0.011574074074074075,0.01408179012345679,0.014660493827160495,0.011766975308641976,0.011766975308641976,0.008680555555555556,0.012924382716049383,0.011766975308641976,0.005015432098765432,0.01273148148148148,0.013503086419753086,56.0,0.013695987654320988,0.004050925925925927,0.004243827160493828,0.005401234567901234
N. Milenković,74,83,7500000,28000,1,3.0,2.0,6,3,17,4.0,198,90,67.0,0.005295836376917458,0.01168736303871439,0.011869978086194303,0.006391526661796932,0.010956902848794742,0.005478451424397371,0.004017531044558072,0.010956902848794742,0.011139517896274653,0.01241782322863404,0.012052593133674214,0.007304601899196494,0.01241782322863404,0.007304601899196494,0.010956902848794742,0.01241782322863404,0.014426588750913075,0.014974433893352812,0.009130752373995616,0.01424397370343316,0.013513513513513514,0.004017531044558072,0.008948137326515705,34.0,0.012783053323593864,0.013878743608473337,0.013878743608473337,0.012783053323593864
I. Kahveci,74,78,7500000,19000,0,4.0,4.0,2,6,0,23.0,180,67,59.0,0.011869978086194303,0.01004382761139518,0.013513513513513514,0.010956902848794742,0.01424397370343316,0.014061358655953251,0.013696128560993427,0.01314828341855369,0.014061358655953251,0.013878743608473337,0.01424397370343316,0.013696128560993427,0.012965668371073776,0.014426588750913075,0.012783053323593864,0.010591672753834916,0.012965668371073776,0.011322132943754564,0.011869978086194303,0.011869978086194303,0.009495982468955442,0.012235208181154127,0.01314828341855369,54.0,0.012965668371073776,0.008948137326515705,0.008948137326515705,0.00785244704163623
J. Norville-Williams,47,65,50000,1000,0,3.0,2.0,6,3,7,24.0,155,76,47.0,0.011770031688546853,0.01765504753282028,0.01765504753282028,0.012222725215029427,0.02037120869171571,0.013128112267994568,0.009506564056133997,0.018560434585785424,0.018560434585785424,0.02761430511543685,0.023540063377093707,0.024898143956541424,0.02037120869171571,0.026708918062471707,0.011770031688546853,0.02761430511543685,0.017202354006337708,0.024898143956541424,0.011317338162064282,0.024898143956541424,0.024898143956541424,0.02127659574468085,0.01765504753282028,29.0,0.016296966953372568,0.02037120869171571,0.019013128112267994,0.02082390221819828
Ricardo Esgaio,78,80,12000000,16000,1,3.0,4.0,6,6,22,47.0,177,68,82.0,0.010683760683760684,0.009204470742932281,0.01282051282051282,0.009697567389875083,0.012984878369493753,0.012984878369493753,0.008382642998027613,0.01101249178172255,0.013149243918474687,0.01232741617357002,0.012163050624589085,0.013477975016436555,0.012491781722550954,0.013642340565417488,0.010355029585798817,0.011998685075608152,0.014299802761341223,0.009697567389875083,0.010519395134779749,0.011176857330703486,0.011341222879684417,0.01232741617357002,0.01232741617357002,78.0,0.013477975016436555,0.010848126232741617,0.012491781722550954,0.01232741617357002
S. Matthews,59,67,230000,1000,0,2.0,3.0,2,6,4,26.0,180,71,58.0,0.01407641482332663,0.01350186727951738,0.019534616489514506,0.01407641482332663,0.018385521401896008,0.01781097385808676,0.01580005745475438,0.018098247629991383,0.018385521401896008,0.02068371157713301,0.019247342717609885,0.01982189026141913,0.01465096236713588,0.021258259120942258,0.01694915254237288,0.01465096236713588,0.018098247629991383,0.014938236139040505,0.015512783682849756,0.013214593507612756,0.006894570525711003,0.013789141051422007,0.016374604998563632,52.0,0.016374604998563632,0.011490950876185005,0.015225509910945132,0.015512783682849756
Bruno Viana,77,83,10000000,12000,1,3.0,2.0,6,3,18,36.0,189,79,44.0,0.0062405127340192275,0.013493000505987517,0.012143700455388767,0.006577837746668915,0.008770450328891887,0.007421150278293135,0.007083825265643447,0.010625737898465172,0.010625737898465172,0.010625737898465172,0.010794400404790017,0.008939112835216732,0.012649687974363298,0.00978242536684095,0.009613762860516108,0.011806375442739079,0.012649687974363298,0.012481025468038455,0.0062405127340192275,0.01315567549333783,0.012987012987012988,0.0057345252150446955,0.006746500252993759,52.0,0.011469050430089391,0.013661663012312364,0.01315567549333783,0.012481025468038455
M. Pavić,60,68,260000,1000,0,3.0,2.0,8,6,7,20.0,183,74,57.0,0.0077777777777777776,0.016944444444444443,0.011666666666666665,0.007222222222222223,0.015555555555555555,0.008333333333333333,0.0077777777777777776,0.010833333333333334,0.015277777777777777,0.01972222222222222,0.020277777777777777,0.015555555555555555,0.014166666666666666,0.016388888888888887,0.008055555555555555,0.016666666666666666,0.017777777777777778,0.017222222222222226,0.0077777777777777776,0.015000000000000001,0.015555555555555555,0.012777777777777779,0.010555555555555556,41.0,0.015555555555555555,0.017222222222222226,0.016944444444444443,0.017222222222222226
Nani,81,81,15000000,19000,1,5.0,5.0,2,3,12,17.0,155,68,80.0,0.01066910531931108,0.009297363206828228,0.012040847431793934,0.011431184270690443,0.013260173754000916,0.013107757963725042,0.012040847431793934,0.011736015851242189,0.013107757963725042,0.011736015851242189,0.01127876848041457,0.014022252705380277,0.011736015851242189,0.011736015851242189,0.01295534217344917,0.005639384240207285,0.01127876848041457,0.0094497789971041,0.012650510592897426,0.009297363206828228,0.00472488949855205,0.01127876848041457,0.012040847431793934,72.0,0.012498094802621552,0.008078036884621246,0.0033531473860691965,0.0030483158055174516
N. Antonitsch,66,69,675000,1000,1,2.0,2.0,6,6,8,35.0,186,81,24.0,0.0048209366391184574,0.01423324150596878,0.011937557392102846,0.006657483930211203,0.00711662075298439,0.006198347107438017,0.005509641873278237,0.008723599632690543,0.0101010101010101,0.012626262626262626,0.014003673094582185,0.014462809917355372,0.01147842056932966,0.015610651974288337,0.011937557392102846,0.01721763085399449,0.01767676767676768,0.019054178145087235,0.007575757575757576,0.01492194674012856,0.015151515151515152,0.005509641873278237,0.0073461891643709825,41.0,0.012626262626262626,0.014692378328741965,0.01584022038567493,0.015381083562901745
Caio Nunson,75,75,4900000,13000,0,3.0,2.0,8,6,18,3.0,186,85,53.0,0.008533333333333334,0.013688888888888888,0.012622222222222222,0.007822222222222222,0.010844444444444445,0.012266666666666667,0.01191111111111111,0.010133333333333333,0.010488888888888888,0.009777777777777778,0.011377777777777778,0.008177777777777777,0.01191111111111111,0.008533333333333334,0.009066666666666667,0.012088888888888889,0.0096,0.014933333333333335,0.010311111111111111,0.015644444444444443,0.011733333333333333,0.006044444444444444,0.009066666666666667,46.0,0.011555555555555557,0.012799999999999999,0.013688888888888888,0.012799999999999999
J. Pretel,62,68,350000,1000,1,3.0,2.0,2,6,17,30.0,180,72,53.0,0.007544224765868886,0.011446409989594173,0.011966701352757545,0.0065036420395421434,0.014308012486992715,0.008324661810613943,0.00858480749219563,0.0065036420395421434,0.015088449531737772,0.019771071800208116,0.018210197710718003,0.017950052029136316,0.016649323621227886,0.017950052029136316,0.006243496357960458,0.016389177939646202,0.01847034339229969,0.015088449531737772,0.006243496357960458,0.012486992715920915,0.016389177939646202,0.0127471383975026,0.009105098855359001,33.0,0.013267429760665974,0.014828303850156087,0.016389177939646202,0.016129032258064516
H. Wright,64,77,875000,5000,1,4.0,2.0,8,6,26,40.0,195,80,42.0,0.015869140625,0.015869140625,0.01318359375,0.012451171875,0.0146484375,0.012451171875,0.00830078125,0.009033203125,0.015380859375,0.015869140625,0.01611328125,0.01318359375,0.014404296875,0.009765625,0.016357421875,0.0146484375,0.01513671875,0.01904296875,0.0146484375,0.00732421875,0.003173828125,0.014404296875,0.013427734375,64.0,0.013916015625,0.0048828125,0.0048828125,0.00439453125
D. Furlong,67,74,900000,3000,1,3.0,3.0,8,6,17,2.0,155,76,63.0,0.007351303185564714,0.014925373134328358,0.01269770550233905,0.006683002895967922,0.014034306081532636,0.009356204054355092,0.008019603475161506,0.011361104923145467,0.01581644018712408,0.01581644018712408,0.016930274003118733,0.01581644018712408,0.013143239028736911,0.01514813989752729,0.0077968367119625745,0.016261973713521942,0.01514813989752729,0.014925373134328358,0.006683002895967922,0.01225217197594119,0.01514813989752729,0.01269770550233905,0.013143239028736911,49.0,0.01269770550233905,0.013366005791935844,0.014479839607930497,0.01537090666072622
S. Edera,67,77,1200000,11000,0,3.0,3.0,1,3,24,20.0,180,67,64.0,0.014257072844731565,0.011583871686344397,0.014479839607930497,0.013811539318333704,0.016261973713521942,0.01537090666072622,0.01225217197594119,0.012920472265537981,0.01581644018712408,0.01514813989752729,0.01514813989752729,0.01537090666072622,0.01247493873914012,0.01603920695032301,0.01537090666072622,0.009801737580752952,0.011361104923145467,0.008910670527957227,0.015593673423925149,0.008687903764758299,0.004009801737580753,0.013811539318333704,0.014479839607930497,60.0,0.01247493873914012,0.01247493873914012,0.0071285364223657825,0.007574069948763645
S. Maguire,71,78,3400000,10000,1,3.0,3.0,2,3,26,10.0,180,68,48.0,0.014481253719500098,0.013291013687760365,0.011505653640150763,0.011108906962904185,0.014481253719500098,0.007141440190438405,0.006546320174568538,0.007934933544931562,0.014084507042253521,0.01844872049196588,0.018250347153342592,0.017456853798849432,0.012695893671890498,0.016861733782979567,0.012497520333267209,0.013886133703630232,0.015076373735369965,0.012894267010513787,0.010513786947034318,0.01031541360841103,0.005554453481452093,0.014679627058123387,0.01229914699464392,66.0,0.013291013687760365,0.00991866693116445,0.005554453481452093,0.004364213449712358
H. Miyazawa,63,63,350000,1000,1,3.0,2.0,8,3,1,10.0,183,72,59.0,0.010833963214915596,0.010330057949105569,0.018644494834971027,0.010582010582010581,0.014613252708490803,0.01234567901234568,0.010582010582010581,0.017384731670445956,0.01713277903754094,0.014865205341395817,0.015369110607205845,0.016124968505920885,0.013857394809775762,0.01713277903754094,0.01310153691106072,0.013353489543965735,0.02091206853111615,0.017636684303350973,0.009322247417485514,0.012093726379440664,0.010078105316200554,0.011085915847820609,0.015369110607205845,49.0,0.016124968505920885,0.009826152683295541,0.010833963214915596,0.010078105316200554
H. Kyprianou,62,69,375000,1000,0,2.0,2.0,2,3,1,27.0,183,69,57.0,0.013007284079084287,0.016389177939646202,0.015348595213319459,0.0145681581685744,0.0145681581685744,0.0127471383975026,0.011186264308012488,0.014828303850156087,0.015348595213319459,0.01768990634755463,0.018730489073881376,0.016649323621227886,0.0145681581685744,0.01847034339229969,0.01222684703433923,0.01847034339229969,0.01899063475546306,0.017950052029136316,0.008064516129032258,0.011186264308012488,0.015088449531737772,0.013787721123829345,0.013787721123829345,55.0,0.013787721123829345,0.015348595213319459,0.016389177939646202,0.016129032258064516
O. Hernández,68,75,1200000,2000,1,3.0,3.0,8,6,4,10.0,155,71,57.0,0.012543252595155709,0.009299307958477509,0.015570934256055364,0.009948096885813149,0.014922145328719723,0.012326989619377162,0.013408304498269895,0.015354671280276818,0.015354671280276818,0.015570934256055364,0.014273356401384083,0.01578719723183391,0.012759515570934257,0.014705882352941176,0.013408304498269895,0.010596885813148788,0.01578719723183391,0.009515570934256055,0.012759515570934257,0.010813148788927337,0.012759515570934257,0.012110726643598616,0.015354671280276818,60.0,0.013624567474048443,0.008001730103806228,0.010596885813148788,0.009948096885813149
D. Pérez,73,73,3000000,7000,0,3.0,3.0,8,6,7,15.0,171,66,57.0,0.00844436104334772,0.01125914805779696,0.012760367798836554,0.00825670857571777,0.012760367798836554,0.010320885719647213,0.00881966597860762,0.01125914805779696,0.012760367798836554,0.015012197410395946,0.015012197410395946,0.015387502345655847,0.013510977669356352,0.016138112216175643,0.012948020266466504,0.01651341715143554,0.01707637455432539,0.008069056108087821,0.012572715331206605,0.014073935072246201,0.013323325201726403,0.013135672734096453,0.007881403640457871,55.0,0.010133233252017263,0.012760367798836554,0.013510977669356352,0.0136986301369863
I. Bennacer,71,82,4000000,7000,0,3.0,3.0,8,3,4,10.0,177,64,67.0,0.013092640349137076,0.012894267010513787,0.01428288038087681,0.012695893671890498,0.014481253719500098,0.013092640349137076,0.012894267010513787,0.013886133703630232,0.014481253719500098,0.013687760365006943,0.014084507042253521,0.01428288038087681,0.013489387026383652,0.015671493751239836,0.013687760365006943,0.01428288038087681,0.014679627058123387,0.008926800238048007,0.013489387026383652,0.009323546915294585,0.011902400317397342,0.013687760365006943,0.013687760365006943,64.0,0.013291013687760365,0.011902400317397342,0.012497520333267209,0.01229914699464392
R. Saïss,74,74,5500000,55000,0,3.0,3.0,8,3,4,27.0,192,84,53.0,0.008948137326515705,0.013330898466033601,0.014426588750913075,0.00858290723155588,0.012235208181154127,0.010774287801314827,0.00785244704163623,0.014426588750913075,0.013330898466033601,0.011322132943754564,0.01168736303871439,0.011869978086194303,0.014061358655953251,0.011869978086194303,0.01168736303871439,0.012600438276113951,0.013513513513513514,0.012965668371073776,0.01004382761139518,0.0147918188458729,0.01424397370343316,0.00931336742147553,0.013330898466033601,47.0,0.014426588750913075,0.013878743608473337,0.013696128560993427,0.01314828341855369
N. Kirby,59,79,325000,3000,1,3.0,3.0,8,3,0,39.0,177,66,41.0,0.012352772191898878,0.009767308244757253,0.01982189026141913,0.009767308244757253,0.01752370008618213,0.01177822464808963,0.013214593507612756,0.01752370008618213,0.018098247629991383,0.02068371157713301,0.02039643780522838,0.02326917552427463,0.012640045963803505,0.024705544383797757,0.012065498419994254,0.016087331226659007,0.018098247629991383,0.014363688595231254,0.011490950876185005,0.012065498419994254,0.006894570525711003,0.01350186727951738,0.01465096236713588,49.0,0.015512783682849756,0.01120367710428038,0.01177822464808963,0.01120367710428038
A. Caceres,64,65,525000,3000,1,4.0,3.0,8,6,4,17.0,177,67,63.0,0.013671875,0.013427734375,0.015625,0.014892578125,0.014892578125,0.015625,0.012939453125,0.01513671875,0.014892578125,0.017578125,0.01708984375,0.017333984375,0.0146484375,0.017822265625,0.015869140625,0.0166015625,0.01708984375,0.01513671875,0.015869140625,0.017333984375,0.014892578125,0.01513671875,0.015625,37.0,0.013671875,0.0126953125,0.015625,0.0146484375
Gao Lin,72,72,2500000,14000,1,4.0,3.0,2,6,26,29.0,186,75,66.0,0.012924382716049383,0.01408179012345679,0.013503086419753086,0.011381172839506173,0.01273148148148148,0.011188271604938273,0.011574074074074075,0.011574074074074075,0.01253858024691358,0.014467592592592594,0.013695987654320988,0.013503086419753086,0.013310185185185185,0.012924382716049383,0.0160108024691358,0.013503086419753086,0.01408179012345679,0.0152391975308642,0.012924382716049383,0.011959876543209878,0.011188271604938273,0.013888888888888888,0.014467592592592594,76.0,0.013117283950617283,0.008101851851851853,0.010030864197530864,0.009837962962962963
Luis Díaz,61,69,375000,2000,1,3.0,2.0,6,6,4,31.0,189,78,47.0,0.010212308519215264,0.015587207739854878,0.01961838215533459,0.009943563558183283,0.01639344262295082,0.013437248051599033,0.013168503090567052,0.019080892233270627,0.01585595270088686,0.014512227895726955,0.015587207739854878,0.015587207739854878,0.015049717817790917,0.012899758129535071,0.015587207739854878,0.017468422467078745,0.01639344262295082,0.017199677506046764,0.011556033324375168,0.01612469766191884,0.015049717817790917,0.011824778285407149,0.013974737973662993,51.0,0.011287288363343187,0.014780972856758936,0.018274657350174684,0.018543402311206665
M. Kavdanski,63,63,250000,1000,1,3.0,2.0,8,3,1,2.0,189,72,29.0,0.004283194759385235,0.014613252708490803,0.009574200050390527,0.005794910556815318,0.00856638951877047,0.007558578987150415,0.005794910556815318,0.007306626354245401,0.011589821113630636,0.008062484252960442,0.008062484252960442,0.007810531620055429,0.013605442176870748,0.013605442176870748,0.008818342151675486,0.017888636936255985,0.015369110607205845,0.02141597379692618,0.005542957923910304,0.015621063240110858,0.01713277903754094,0.007054673721340388,0.010330057949105569,34.0,0.014613252708490803,0.015873015873015872,0.015873015873015872,0.015621063240110858
A. Di Gaudio,74,74,5500000,39000,1,4.0,4.0,2,6,14,20.0,174,63,71.0,0.012052593133674214,0.007304601899196494,0.01241782322863404,0.009861212563915266,0.013878743608473337,0.012783053323593864,0.00620891161431702,0.010226442658875092,0.013696128560993427,0.016070124178232288,0.016252739225712198,0.016800584368151936,0.012783053323593864,0.01698319941563185,0.011322132943754564,0.010226442658875092,0.01570489408327246,0.005661066471877282,0.01241782322863404,0.006939371804236668,0.004017531044558072,0.012052593133674214,0.012600438276113951,56.0,0.013513513513513514,0.008400292184075968,0.003834915997078159,0.004382761139517896
Víctor Ruiz,82,83,19000000,43000,0,2.0,2.0,8,6,8,6.0,186,78,54.0,0.005502676977989293,0.011451516954193932,0.011005353955978585,0.005800118976799524,0.007882212968471148,0.009964306960142772,0.006841165972635337,0.01041046995835812,0.010559190957763236,0.008179654967281381,0.008774538964901844,0.008328375966686497,0.011600237953599048,0.008625817965496727,0.008774538964901844,0.011600237953599048,0.010707911957168352,0.012938726948245093,0.005651397977394408,0.012195121951219513,0.012343842950624628,0.005800118976799524,0.008328375966686497,46.0,0.010707911957168352,0.012046400951814397,0.012492563950029744,0.01264128494943486
J. Ruiz,67,79,1200000,2000,1,3.0,2.0,8,3,1,18.0,189,80,58.0,0.007574069948763645,0.013143239028736911,0.013811539318333704,0.008465137001559367,0.01269770550233905,0.00913343729115616,0.008910670527957227,0.012920472265537981,0.014479839607930497,0.01514813989752729,0.01537090666072622,0.013588772555134774,0.013143239028736911,0.011361104923145467,0.012920472265537981,0.01603920695032301,0.014925373134328358,0.016930274003118733,0.00913343729115616,0.014034306081532636,0.014925373134328358,0.013143239028736911,0.013143239028736911,49.0,0.014479839607930497,0.014479839607930497,0.014925373134328358,0.014034306081532636
A. Chrzanowski,60,71,300000,1000,0,3.0,2.0,8,6,1,4.0,186,78,41.0,0.01111111111111111,0.01611111111111111,0.013055555555555555,0.007500000000000001,0.01138888888888889,0.010277777777777778,0.006388888888888889,0.010277777777777778,0.012777777777777779,0.021111111111111112,0.01972222222222222,0.018611111111111113,0.01388888888888889,0.01611111111111111,0.013333333333333334,0.018611111111111113,0.01888888888888889,0.02138888888888889,0.009722222222222222,0.01583333333333333,0.016388888888888887,0.008055555555555555,0.006666666666666667,37.0,0.014444444444444446,0.01388888888888889,0.017777777777777778,0.016944444444444443
M. Millar,57,66,140000,1000,1,3.0,3.0,0,6,25,18.0,155,80,44.0,0.016620498614958446,0.009233610341643583,0.01692828562634657,0.013542628501077254,0.01815943367189905,0.01569713758079409,0.009849184364419821,0.013234841489689135,0.017543859649122806,0.02616189596799015,0.02646968297937827,0.02677746999076639,0.012927054478301015,0.02462296091104955,0.01600492459218221,0.02277623884272084,0.02677746999076639,0.02092951677439212,0.010772545398584181,0.02123730378578024,0.012927054478301015,0.019698368728839642,0.01600492459218221,43.0,0.01692828562634657,0.017543859649122806,0.01692828562634657,0.013234841489689135
S. Williams,73,73,2700000,12000,0,3.0,3.0,6,6,2,7.0,186,80,78.0,0.010883843122537061,0.012009757928316756,0.013323325201726403,0.010508538187277162,0.012197410395946707,0.013510977669356352,0.012760367798836554,0.013135672734096453,0.012948020266466504,0.011822105460686808,0.011071495590167011,0.01125914805779696,0.0136986301369863,0.012197410395946707,0.012760367798836554,0.013886282604616251,0.015575154813285795,0.014636892475136049,0.012009757928316756,0.013886282604616251,0.012760367798836554,0.01125914805779696,0.0136986301369863,67.0,0.013135672734096453,0.013135672734096453,0.0136986301369863,0.012760367798836554
