Name,Overall,Potential,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Jersey Number,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
P. Seguin,69,76,1200000,15000,0,3.0,3.0,5,3,17,30.0,186,79,56.0,44.0,66.0,73.0,46.0,64.0,44.0,43.0,70.0,67.0,66.0,65.0,65.0,72.0,63.0,62.0,67.0,76.0,75.0,51.0,67.0,68.0,50.0,60.0,45.0,67.0,69.0,72.0,69.0
Z. Yıldırım,69,72,1100000,8000,0,3.0,3.0,8,6,2,7.0,155,75,43.0,54.0,69.0,68.0,42.0,66.0,62.0,60.0,61.0,69.0,69.0,70.0,71.0,60.0,55.0,68.0,70.0,73.0,72.0,66.0,75.0,70.0,62.0,63.0,48.0,67.0,68.0,70.0,67.0
S. Fortès,69,72,1100000,12000,0,2.0,2.0,5,6,18,18.0,195,85,51.0,41.0,75.0,63.0,24.0,30.0,24.0,25.0,56.0,56.0,43.0,47.0,56.0,53.0,47.0,34.0,54.0,66.0,86.0,56.0,61.0,61.0,23.0,51.0,36.0,59.0,68.0,73.0,68.0
T. Iwanami,69,72,1100000,5000,0,3.0,2.0,7,3,18,31.0,186,72,24.0,15.0,74.0,68.0,27.0,30.0,25.0,28.0,68.0,63.0,74.0,67.0,64.0,65.0,53.0,44.0,80.0,70.0,73.0,20.0,68.0,67.0,28.0,60.0,31.0,52.0,63.0,68.0,66.0
M. Vilhjálmsson,69,69,950000,4000,0,3.0,3.0,8,6,26,10.0,186,85,53.0,67.0,75.0,64.0,65.0,63.0,59.0,46.0,57.0,64.0,67.0,69.0,77.0,60.0,59.0,68.0,75.0,64.0,83.0,63.0,40.0,58.0,71.0,62.0,59.0,62.0,58.0,61.0,54.0
M. Stefaniak,69,76,1500000,18000,0,4.0,3.0,8,3,14,34.0,155,76,68.0,61.0,40.0,66.0,55.0,72.0,81.0,72.0,65.0,69.0,86.0,79.0,79.0,61.0,75.0,70.0,69.0,64.0,60.0,63.0,41.0,27.0,62.0,65.0,64.0,60.0,30.0,25.0,26.0
Sergio Santos,69,75,1500000,3000,1,4.0,3.0,2,3,13,17.0,155,77,60.0,65.0,57.0,59.0,60.0,71.0,37.0,35.0,45.0,76.0,91.0,92.0,83.0,55.0,64.0,69.0,56.0,73.0,77.0,54.0,44.0,18.0,66.0,59.0,61.0,57.0,28.0,20.0,14.0
A. Kalulu,69,78,1600000,11000,0,3.0,3.0,1,6,22,26.0,168,66,54.0,66.0,51.0,65.0,65.0,72.0,62.0,38.0,39.0,69.0,93.0,91.0,93.0,63.0,93.0,67.0,82.0,71.0,61.0,60.0,45.0,21.0,65.0,61.0,62.0,67.0,50.0,21.0,14.0
Vinícius,69,69,0,0,0,2.0,2.0,8,6,1,3.0,183,76,19.0,32.0,71.0,42.0,28.0,33.0,22.0,21.0,35.0,51.0,68.0,72.0,59.0,72.0,57.0,44.0,58.0,66.0,78.0,21.0,71.0,62.0,31.0,28.0,42.0,64.0,68.0,74.0,69.0
J. Butterfield,69,69,1000000,20000,0,5.0,3.0,8,6,4,18.0,180,77,64.0,60.0,49.0,73.0,48.0,67.0,65.0,60.0,66.0,73.0,64.0,52.0,66.0,67.0,69.0,67.0,54.0,76.0,68.0,60.0,64.0,54.0,68.0,66.0,55.0,65.0,68.0,62.0,56.0
D. Tonucci,69,69,825000,2000,0,2.0,2.0,3,6,18,5.0,183,78,33.0,31.0,61.0,47.0,32.0,41.0,31.0,32.0,44.0,48.0,51.0,33.0,34.0,69.0,77.0,42.0,82.0,71.0,89.0,42.0,74.0,66.0,29.0,21.0,42.0,69.0,69.0,74.0,64.0
N. Lima,69,76,1200000,3000,0,4.0,3.0,0,6,17,24.0,180,80,66.0,58.0,53.0,65.0,57.0,70.0,68.0,41.0,57.0,67.0,84.0,80.0,73.0,70.0,67.0,71.0,65.0,74.0,66.0,59.0,75.0,63.0,64.0,60.0,55.0,61.0,70.0,63.0,63.0
B. Sagredo,69,69,1000000,3000,1,2.0,3.0,7,6,12,21.0,168,63,64.0,59.0,35.0,71.0,55.0,69.0,60.0,63.0,61.0,67.0,83.0,78.0,81.0,64.0,90.0,60.0,50.0,68.0,37.0,65.0,49.0,23.0,67.0,65.0,57.0,52.0,30.0,40.0,39.0
Omar Perdomo,69,72,1300000,4000,0,4.0,3.0,0,6,22,10.0,155,75,64.0,65.0,53.0,63.0,41.0,68.0,64.0,57.0,60.0,67.0,88.0,82.0,85.0,61.0,73.0,75.0,63.0,74.0,60.0,76.0,71.0,41.0,65.0,60.0,51.0,62.0,44.0,34.0,30.0
C. Kipré,69,78,1400000,15000,0,2.0,2.0,5,9,18,21.0,195,96,32.0,26.0,64.0,55.0,28.0,35.0,28.0,28.0,34.0,48.0,65.0,69.0,44.0,59.0,54.0,49.0,72.0,66.0,92.0,30.0,78.0,65.0,25.0,36.0,36.0,55.0,67.0,68.0,66.0
S. Escudero,69,69,1000000,5000,0,3.0,2.0,1,9,12,9.0,174,72,62.0,57.0,63.0,70.0,56.0,60.0,56.0,51.0,57.0,62.0,86.0,91.0,76.0,72.0,79.0,72.0,85.0,77.0,76.0,56.0,24.0,67.0,77.0,66.0,51.0,72.0,34.0,13.0,12.0
D. Llanos,69,69,1100000,6000,0,3.0,3.0,2,6,26,14.0,177,68,53.0,70.0,68.0,62.0,58.0,68.0,58.0,58.0,59.0,66.0,73.0,75.0,75.0,66.0,69.0,70.0,66.0,69.0,65.0,64.0,54.0,21.0,68.0,54.0,67.0,54.0,27.0,19.0,22.0
J. Caicedo,69,69,1100000,3000,0,2.0,3.0,7,6,13,9.0,189,79,54.0,68.0,70.0,62.0,59.0,65.0,53.0,40.0,37.0,64.0,66.0,72.0,63.0,65.0,48.0,68.0,71.0,65.0,85.0,63.0,43.0,20.0,68.0,64.0,67.0,58.0,50.0,24.0,23.0
M. Normann,69,77,1500000,18000,0,3.0,3.0,6,6,4,66.0,155,75,61.0,53.0,58.0,68.0,49.0,67.0,70.0,46.0,70.0,69.0,71.0,66.0,74.0,67.0,77.0,69.0,78.0,78.0,68.0,54.0,73.0,68.0,66.0,70.0,52.0,68.0,64.0,61.0,57.0
C. Keita,69,75,1400000,12000,1,2.0,3.0,8,6,14,3.0,183,76,71.0,29.0,57.0,68.0,24.0,73.0,42.0,44.0,60.0,74.0,79.0,80.0,80.0,67.0,72.0,55.0,72.0,72.0,41.0,39.0,66.0,63.0,66.0,55.0,36.0,62.0,64.0,67.0,66.0
J. Lazare Amani,69,79,1700000,5000,0,4.0,3.0,0,6,9,8.0,177,64,58.0,56.0,41.0,70.0,49.0,74.0,36.0,42.0,66.0,73.0,79.0,79.0,82.0,66.0,80.0,73.0,80.0,76.0,59.0,68.0,70.0,55.0,64.0,67.0,40.0,68.0,43.0,58.0,53.0
S. Hain,69,69,1100000,4000,0,4.0,3.0,8,9,23,9.0,155,75,55.0,72.0,59.0,63.0,65.0,71.0,42.0,44.0,34.0,70.0,77.0,74.0,81.0,67.0,76.0,68.0,68.0,69.0,59.0,56.0,62.0,17.0,72.0,59.0,51.0,69.0,33.0,15.0,14.0
K. Kraus,69,72,1100000,3000,0,3.0,2.0,8,6,18,5.0,192,91,32.0,30.0,69.0,57.0,37.0,31.0,30.0,29.0,50.0,51.0,42.0,60.0,41.0,67.0,41.0,64.0,50.0,55.0,90.0,39.0,72.0,67.0,36.0,38.0,47.0,61.0,67.0,69.0,67.0
Raillo,69,72,1100000,4000,0,3.0,2.0,3,3,8,21.0,186,77,29.0,25.0,76.0,68.0,37.0,58.0,42.0,36.0,59.0,59.0,59.0,63.0,40.0,61.0,57.0,54.0,73.0,88.0,67.0,39.0,68.0,70.0,51.0,46.0,43.0,66.0,69.0,65.0,69.0
M. Bašić,69,69,775000,7000,0,3.0,2.0,6,3,2,8.0,189,82,58.0,33.0,78.0,64.0,30.0,58.0,60.0,40.0,60.0,60.0,68.0,73.0,73.0,69.0,55.0,53.0,90.0,81.0,78.0,32.0,62.0,78.0,63.0,67.0,61.0,68.0,64.0,67.0,66.0
J. Carreño,69,77,1500000,4000,0,3.0,3.0,8,3,4,8.0,168,65,73.0,60.0,41.0,71.0,41.0,69.0,53.0,61.0,68.0,74.0,72.0,73.0,71.0,68.0,80.0,58.0,44.0,80.0,70.0,63.0,58.0,55.0,65.0,63.0,62.0,58.0,62.0,70.0,65.0
P. Erras,69,78,1400000,9000,0,3.0,2.0,6,3,2,29.0,198,85,44.0,40.0,57.0,73.0,18.0,38.0,24.0,32.0,66.0,62.0,33.0,37.0,31.0,72.0,29.0,49.0,34.0,65.0,79.0,47.0,63.0,68.0,43.0,67.0,31.0,75.0,70.0,72.0,59.0
J. Peters,69,69,700000,5000,1,3.0,2.0,8,6,1,4.0,183,78,61.0,29.0,67.0,69.0,44.0,45.0,33.0,34.0,68.0,61.0,53.0,50.0,65.0,65.0,61.0,37.0,71.0,57.0,72.0,43.0,68.0,71.0,53.0,62.0,46.0,70.0,68.0,68.0,68.0
J. Ruiz,69,74,1400000,9000,0,3.0,3.0,2,6,22,7.0,180,66,64.0,67.0,56.0,61.0,57.0,71.0,60.0,42.0,58.0,66.0,89.0,91.0,84.0,67.0,76.0,68.0,65.0,60.0,49.0,54.0,32.0,14.0,62.0,59.0,65.0,65.0,13.0,23.0,22.0
J. Mansilla,69,69,925000,2000,1,3.0,3.0,8,6,7,7.0,155,74,73.0,56.0,72.0,63.0,42.0,68.0,70.0,72.0,63.0,70.0,75.0,76.0,71.0,71.0,76.0,62.0,70.0,71.0,72.0,69.0,75.0,48.0,60.0,70.0,45.0,64.0,49.0,46.0,42.0
G. Monachello,69,75,1500000,12000,1,3.0,3.0,1,6,26,9.0,183,79,43.0,72.0,72.0,55.0,62.0,69.0,47.0,40.0,43.0,69.0,51.0,52.0,63.0,68.0,54.0,74.0,70.0,68.0,70.0,63.0,40.0,20.0,70.0,50.0,68.0,63.0,19.0,23.0,21.0
Jonaldo Monteiro,69,69,750000,7000,1,3.0,2.0,8,3,7,14.0,155,74,66.0,51.0,61.0,71.0,53.0,55.0,54.0,55.0,67.0,61.0,75.0,74.0,71.0,72.0,73.0,52.0,56.0,81.0,67.0,45.0,71.0,63.0,55.0,61.0,61.0,62.0,64.0,66.0,65.0
Y. Njie,69,74,1400000,4000,0,3.0,3.0,8,3,26,11.0,189,78,54.0,67.0,67.0,65.0,52.0,66.0,65.0,36.0,38.0,69.0,74.0,82.0,68.0,64.0,53.0,72.0,60.0,69.0,73.0,54.0,58.0,39.0,65.0,60.0,60.0,70.0,44.0,33.0,29.0
J. Rassoul,69,76,1300000,6000,0,5.0,3.0,8,6,1,20.0,189,80,43.0,26.0,65.0,60.0,27.0,65.0,37.0,33.0,56.0,68.0,68.0,78.0,68.0,66.0,53.0,68.0,69.0,65.0,82.0,57.0,78.0,64.0,38.0,51.0,38.0,71.0,65.0,67.0,61.0
F. Schleusener,69,70,1300000,12000,0,4.0,3.0,2,6,23,11.0,186,80,60.0,73.0,57.0,63.0,63.0,64.0,57.0,39.0,49.0,67.0,76.0,83.0,68.0,67.0,58.0,71.0,65.0,70.0,75.0,55.0,51.0,26.0,68.0,58.0,54.0,66.0,29.0,22.0,20.0
C. Guanca,69,72,1300000,6000,1,3.0,3.0,2,6,26,19.0,155,78,60.0,67.0,59.0,67.0,52.0,73.0,46.0,40.0,57.0,70.0,79.0,78.0,75.0,62.0,68.0,73.0,65.0,67.0,71.0,67.0,54.0,36.0,65.0,65.0,44.0,68.0,34.0,35.0,33.0
A. Abdi,69,69,900000,13000,0,4.0,3.0,7,6,4,22.0,155,75,68.0,61.0,59.0,74.0,64.0,70.0,68.0,73.0,72.0,74.0,62.0,54.0,66.0,66.0,70.0,72.0,51.0,49.0,57.0,73.0,74.0,46.0,66.0,72.0,66.0,75.0,47.0,60.0,57.0
A. Barberis,69,74,1400000,2000,0,2.0,2.0,0,3,4,18.0,155,72,67.0,32.0,38.0,71.0,46.0,62.0,47.0,65.0,66.0,71.0,68.0,67.0,68.0,70.0,70.0,61.0,67.0,81.0,53.0,57.0,78.0,75.0,68.0,66.0,51.0,61.0,48.0,68.0,62.0
S. Çiftpınar,69,71,1100000,6000,0,2.0,2.0,3,6,8,16.0,155,78,32.0,23.0,71.0,62.0,23.0,35.0,22.0,22.0,38.0,48.0,57.0,65.0,60.0,67.0,64.0,34.0,69.0,72.0,75.0,16.0,49.0,72.0,20.0,35.0,51.0,60.0,68.0,73.0,69.0
M. Frydrych,69,69,825000,1000,0,3.0,2.0,8,6,17,25.0,189,83,59.0,25.0,73.0,58.0,26.0,31.0,26.0,31.0,26.0,55.0,65.0,64.0,58.0,76.0,65.0,29.0,73.0,69.0,75.0,29.0,69.0,73.0,21.0,26.0,32.0,69.0,70.0,72.0,70.0
N. Chernov,69,79,1500000,1000,0,1.0,2.0,5,3,1,3.0,189,79,32.0,36.0,71.0,69.0,28.0,42.0,32.0,36.0,65.0,40.0,67.0,65.0,57.0,68.0,51.0,44.0,66.0,60.0,70.0,33.0,55.0,73.0,48.0,37.0,50.0,59.0,70.0,71.0,65.0
M. Moreno,69,75,1400000,9000,0,3.0,3.0,2,3,12,25.0,171,65,66.0,62.0,46.0,67.0,60.0,75.0,58.0,51.0,60.0,70.0,81.0,77.0,84.0,66.0,83.0,71.0,70.0,67.0,44.0,57.0,48.0,35.0,65.0,64.0,74.0,68.0,42.0,45.0,33.0
M. Autret,69,69,1100000,4000,1,3.0,3.0,2,6,0,23.0,180,71,67.0,64.0,48.0,69.0,56.0,73.0,63.0,62.0,66.0,70.0,73.0,73.0,72.0,64.0,71.0,72.0,50.0,55.0,60.0,65.0,49.0,53.0,63.0,67.0,62.0,64.0,26.0,49.0,40.0
D. Diamantakos,69,72,1300000,9000,1,2.0,3.0,2,6,26,18.0,183,81,62.0,67.0,65.0,62.0,70.0,68.0,55.0,54.0,49.0,66.0,74.0,76.0,74.0,66.0,72.0,77.0,80.0,74.0,75.0,67.0,70.0,19.0,65.0,54.0,65.0,63.0,25.0,26.0,29.0
F. Honorat,69,79,1700000,10000,0,2.0,3.0,8,3,22,9.0,155,70,74.0,69.0,57.0,59.0,60.0,74.0,53.0,42.0,45.0,71.0,82.0,76.0,74.0,62.0,68.0,69.0,75.0,62.0,45.0,69.0,31.0,21.0,67.0,58.0,68.0,52.0,24.0,16.0,15.0
G. Taylor,69,83,2100000,3000,1,3.0,2.0,8,3,7,3.0,180,62,66.0,51.0,54.0,71.0,49.0,61.0,53.0,61.0,65.0,66.0,77.0,79.0,80.0,66.0,81.0,57.0,71.0,83.0,73.0,45.0,85.0,55.0,55.0,62.0,59.0,67.0,64.0,65.0,69.0
D. Davis,69,70,1200000,13000,0,3.0,3.0,6,6,4,26.0,155,82,67.0,63.0,64.0,67.0,54.0,67.0,59.0,58.0,67.0,68.0,76.0,76.0,70.0,69.0,77.0,74.0,74.0,84.0,82.0,69.0,86.0,70.0,62.0,65.0,47.0,63.0,66.0,70.0,72.0
S. Benrahma,69,75,1400000,19000,0,4.0,3.0,1,6,14,21.0,177,67,68.0,67.0,47.0,67.0,66.0,76.0,71.0,68.0,61.0,71.0,76.0,74.0,78.0,60.0,57.0,71.0,54.0,64.0,43.0,70.0,45.0,36.0,60.0,63.0,62.0,61.0,42.0,29.0,21.0
P. Burner,69,77,1300000,11000,0,3.0,3.0,2,3,17,15.0,174,65,70.0,57.0,62.0,71.0,51.0,74.0,60.0,44.0,66.0,70.0,78.0,76.0,72.0,62.0,75.0,62.0,65.0,65.0,62.0,58.0,58.0,64.0,64.0,60.0,50.0,64.0,66.0,70.0,70.0
A. Mbengue,69,74,1200000,8000,1,3.0,3.0,2,3,7,22.0,155,68,68.0,41.0,55.0,66.0,46.0,66.0,39.0,32.0,62.0,71.0,86.0,80.0,73.0,60.0,71.0,56.0,65.0,66.0,50.0,41.0,57.0,63.0,58.0,45.0,54.0,67.0,65.0,69.0,70.0
J. Pi,69,74,1200000,10000,0,3.0,3.0,8,6,20,6.0,155,74,51.0,52.0,58.0,73.0,48.0,66.0,56.0,55.0,70.0,66.0,64.0,69.0,76.0,70.0,72.0,65.0,54.0,80.0,71.0,62.0,67.0,69.0,56.0,68.0,57.0,62.0,62.0,65.0,60.0
S. Vegas,69,77,1300000,4000,1,3.0,2.0,8,6,7,6.0,183,80,55.0,30.0,67.0,68.0,34.0,61.0,54.0,28.0,65.0,66.0,72.0,77.0,60.0,66.0,50.0,65.0,87.0,75.0,78.0,55.0,75.0,70.0,54.0,33.0,47.0,69.0,67.0,70.0,69.0
Hélder Tavares,69,69,1000000,3000,0,2.0,2.0,6,3,20,8.0,155,73,51.0,51.0,59.0,72.0,50.0,61.0,48.0,42.0,68.0,66.0,63.0,67.0,71.0,73.0,72.0,74.0,59.0,84.0,67.0,56.0,79.0,68.0,67.0,62.0,52.0,70.0,66.0,69.0,64.0
Júlio César,69,74,1200000,5000,0,2.0,2.0,8,3,18,44.0,189,83,38.0,31.0,68.0,55.0,33.0,44.0,38.0,31.0,44.0,54.0,35.0,49.0,39.0,70.0,40.0,47.0,67.0,68.0,83.0,35.0,74.0,64.0,27.0,37.0,44.0,53.0,68.0,70.0,67.0
M. Mustacchio,69,69,1000000,3000,0,4.0,3.0,1,6,22,9.0,155,78,63.0,62.0,61.0,66.0,61.0,69.0,65.0,57.0,54.0,66.0,91.0,90.0,82.0,63.0,72.0,66.0,70.0,78.0,61.0,61.0,46.0,36.0,64.0,56.0,65.0,61.0,52.0,28.0,35.0
Héctor,69,70,975000,5000,1,3.0,3.0,2,6,7,3.0,174,68,68.0,42.0,60.0,66.0,44.0,72.0,57.0,59.0,56.0,70.0,80.0,81.0,77.0,65.0,84.0,57.0,70.0,73.0,64.0,41.0,73.0,68.0,57.0,47.0,35.0,62.0,58.0,67.0,68.0
G. Lovrencsics,69,69,0,0,0,4.0,3.0,2,6,17,14.0,155,79,68.0,63.0,64.0,65.0,58.0,70.0,67.0,46.0,59.0,71.0,90.0,82.0,78.0,72.0,75.0,80.0,85.0,73.0,71.0,72.0,61.0,74.0,59.0,64.0,70.0,67.0,63.0,62.0,55.0
J. Ramis,69,69,1100000,8000,0,3.0,3.0,8,6,26,11.0,155,77,63.0,63.0,64.0,64.0,57.0,70.0,66.0,44.0,56.0,71.0,77.0,75.0,71.0,68.0,51.0,74.0,54.0,72.0,65.0,71.0,62.0,21.0,65.0,58.0,56.0,57.0,31.0,33.0,26.0
T. Serbest,69,74,1200000,7000,0,3.0,2.0,8,6,19,15.0,183,78,58.0,45.0,68.0,71.0,36.0,60.0,56.0,36.0,67.0,65.0,62.0,66.0,64.0,67.0,67.0,59.0,68.0,73.0,72.0,55.0,65.0,69.0,53.0,65.0,44.0,71.0,69.0,68.0,67.0
M. Araujo,69,74,1200000,6000,0,3.0,2.0,8,6,8,4.0,155,71,41.0,30.0,73.0,61.0,37.0,46.0,23.0,41.0,59.0,57.0,66.0,67.0,60.0,54.0,70.0,52.0,70.0,66.0,59.0,32.0,76.0,64.0,22.0,27.0,51.0,54.0,68.0,75.0,72.0
L. Pernica,69,71,1000000,1000,0,3.0,2.0,8,6,18,44.0,189,86,38.0,25.0,67.0,52.0,40.0,32.0,37.0,41.0,38.0,49.0,59.0,63.0,64.0,74.0,59.0,54.0,68.0,70.0,62.0,45.0,69.0,72.0,33.0,39.0,50.0,63.0,73.0,72.0,70.0
J. Fuentes,69,78,1400000,3000,0,3.0,2.0,3,9,8,6.0,180,72,54.0,48.0,50.0,70.0,49.0,59.0,46.0,50.0,69.0,63.0,69.0,75.0,66.0,67.0,72.0,63.0,78.0,75.0,75.0,59.0,80.0,69.0,47.0,53.0,45.0,59.0,72.0,67.0,59.0
R. Pich,69,69,1000000,4000,0,3.0,3.0,8,6,12,16.0,180,68,61.0,69.0,53.0,68.0,58.0,68.0,53.0,53.0,60.0,70.0,78.0,83.0,85.0,53.0,81.0,66.0,50.0,73.0,45.0,67.0,33.0,17.0,69.0,64.0,56.0,61.0,23.0,31.0,29.0
R. Schiavi,69,69,600000,3000,0,2.0,2.0,3,6,1,21.0,183,73,43.0,19.0,72.0,47.0,48.0,30.0,43.0,49.0,26.0,48.0,34.0,62.0,46.0,63.0,45.0,55.0,77.0,61.0,77.0,35.0,80.0,69.0,24.0,40.0,54.0,69.0,68.0,68.0,68.0
D. Warmerdam,69,76,1200000,4000,1,3.0,3.0,2,6,12,21.0,155,73,65.0,54.0,63.0,69.0,57.0,67.0,67.0,53.0,64.0,68.0,70.0,71.0,73.0,69.0,77.0,78.0,84.0,80.0,72.0,64.0,70.0,68.0,65.0,67.0,48.0,71.0,62.0,66.0,66.0
I. Gómez,69,80,1600000,5000,0,2.0,2.0,8,3,10,4.0,168,63,44.0,49.0,57.0,78.0,41.0,62.0,42.0,45.0,63.0,70.0,61.0,62.0,63.0,65.0,78.0,61.0,66.0,77.0,57.0,40.0,73.0,65.0,42.0,50.0,47.0,61.0,71.0,69.0,68.0
J. Rojas,69,69,250000,2000,1,3.0,2.0,8,6,8,13.0,180,75,61.0,29.0,68.0,69.0,63.0,54.0,62.0,40.0,66.0,62.0,62.0,56.0,61.0,70.0,62.0,60.0,71.0,75.0,71.0,42.0,63.0,73.0,41.0,54.0,53.0,71.0,70.0,68.0,66.0
Huang Bowen,69,69,775000,8000,0,3.0,2.0,0,3,2,16.0,155,65,61.0,63.0,62.0,70.0,54.0,62.0,64.0,68.0,65.0,66.0,74.0,68.0,69.0,68.0,77.0,68.0,71.0,75.0,69.0,67.0,68.0,67.0,66.0,72.0,60.0,63.0,68.0,66.0,65.0
J. Laso,69,70,1000000,7000,0,3.0,2.0,6,3,18,6.0,189,75,41.0,22.0,68.0,52.0,24.0,45.0,29.0,23.0,43.0,55.0,58.0,62.0,47.0,60.0,54.0,42.0,63.0,68.0,82.0,25.0,70.0,68.0,23.0,30.0,35.0,52.0,62.0,72.0,73.0
T. Jodłowiec,69,69,600000,5000,0,3.0,2.0,0,6,0,3.0,192,86,60.0,33.0,69.0,66.0,48.0,63.0,61.0,43.0,65.0,64.0,54.0,49.0,34.0,63.0,41.0,70.0,68.0,75.0,87.0,62.0,83.0,72.0,56.0,68.0,55.0,68.0,61.0,68.0,63.0
H. Hermannsson,69,74,1200000,10000,0,3.0,2.0,8,6,1,6.0,192,81,22.0,17.0,67.0,62.0,24.0,51.0,25.0,22.0,60.0,61.0,54.0,57.0,61.0,63.0,52.0,32.0,79.0,67.0,77.0,19.0,74.0,64.0,23.0,51.0,31.0,63.0,71.0,69.0,67.0
P. Forsell,69,69,1100000,3000,0,5.0,3.0,4,9,21,10.0,171,72,66.0,67.0,42.0,70.0,59.0,66.0,69.0,71.0,71.0,71.0,55.0,54.0,60.0,71.0,84.0,74.0,63.0,61.0,74.0,70.0,46.0,23.0,63.0,71.0,59.0,63.0,46.0,54.0,52.0
M. Bogado,69,69,425000,7000,0,3.0,3.0,8,6,2,8.0,174,68,56.0,58.0,43.0,67.0,53.0,63.0,70.0,72.0,77.0,74.0,61.0,71.0,72.0,78.0,71.0,80.0,51.0,83.0,63.0,79.0,58.0,53.0,61.0,68.0,68.0,58.0,69.0,68.0,65.0
R. Rodriguez,69,69,1100000,8000,0,3.0,3.0,1,3,12,68.0,155,75,65.0,62.0,49.0,63.0,55.0,69.0,62.0,56.0,64.0,70.0,84.0,85.0,83.0,59.0,66.0,65.0,60.0,74.0,63.0,44.0,53.0,44.0,65.0,65.0,68.0,68.0,40.0,40.0,47.0
T. Çalış,69,73,1200000,6000,0,4.0,3.0,8,6,2,15.0,180,72,67.0,43.0,61.0,70.0,46.0,70.0,50.0,45.0,69.0,68.0,72.0,67.0,76.0,65.0,77.0,59.0,70.0,72.0,65.0,47.0,73.0,68.0,59.0,54.0,43.0,56.0,62.0,70.0,72.0
R. Krauße,69,72,1100000,10000,0,3.0,2.0,6,6,2,23.0,155,75,38.0,29.0,57.0,64.0,40.0,53.0,44.0,43.0,59.0,64.0,70.0,68.0,72.0,66.0,75.0,57.0,83.0,90.0,70.0,28.0,88.0,67.0,34.0,49.0,40.0,61.0,65.0,69.0,73.0
O. Ejaria,69,82,2000000,28000,0,3.0,4.0,2,3,19,10.0,183,75,60.0,60.0,59.0,75.0,55.0,74.0,67.0,49.0,72.0,77.0,70.0,72.0,64.0,64.0,58.0,64.0,55.0,67.0,70.0,52.0,55.0,35.0,64.0,72.0,57.0,74.0,54.0,54.0,60.0
H. Duljević,69,72,1300000,9000,0,3.0,3.0,8,6,14,11.0,186,82,52.0,59.0,57.0,72.0,57.0,82.0,65.0,59.0,66.0,74.0,71.0,77.0,73.0,67.0,72.0,61.0,70.0,70.0,76.0,63.0,67.0,40.0,62.0,68.0,57.0,69.0,48.0,39.0,30.0
G. Arabidze,69,81,1900000,5000,1,3.0,3.0,2,6,24,7.0,177,62,61.0,59.0,37.0,64.0,54.0,76.0,71.0,72.0,60.0,75.0,85.0,79.0,86.0,70.0,87.0,68.0,43.0,68.0,32.0,65.0,33.0,31.0,54.0,65.0,63.0,61.0,22.0,31.0,29.0
E. Pérez,69,69,800000,5000,0,3.0,2.0,6,6,17,3.0,180,80,65.0,44.0,66.0,64.0,46.0,60.0,56.0,32.0,61.0,65.0,76.0,79.0,67.0,67.0,68.0,60.0,76.0,75.0,72.0,48.0,66.0,65.0,60.0,53.0,46.0,65.0,64.0,65.0,66.0
Felipe Silva,69,69,1100000,7000,0,3.0,3.0,7,6,0,10.0,174,76,60.0,57.0,51.0,65.0,59.0,68.0,57.0,45.0,62.0,72.0,68.0,69.0,72.0,70.0,72.0,62.0,41.0,72.0,62.0,57.0,46.0,34.0,70.0,72.0,54.0,57.0,22.0,18.0,20.0
M. Sonnleitner,69,69,700000,8000,0,3.0,2.0,8,6,18,6.0,183,82,32.0,29.0,74.0,61.0,31.0,42.0,45.0,27.0,59.0,57.0,75.0,74.0,72.0,64.0,62.0,42.0,79.0,70.0,77.0,47.0,67.0,69.0,33.0,47.0,45.0,57.0,64.0,66.0,68.0
J. Verhoek,69,69,1100000,5000,0,3.0,2.0,8,6,26,15.0,189,87,53.0,71.0,73.0,44.0,65.0,56.0,57.0,62.0,42.0,65.0,55.0,62.0,55.0,69.0,55.0,74.0,83.0,66.0,83.0,59.0,76.0,26.0,73.0,59.0,65.0,68.0,14.0,21.0,17.0
Q. Bernard,69,69,825000,4000,1,3.0,2.0,8,6,7,2.0,183,77,68.0,57.0,58.0,71.0,31.0,59.0,43.0,59.0,67.0,68.0,62.0,67.0,55.0,58.0,61.0,68.0,74.0,85.0,70.0,53.0,50.0,66.0,48.0,59.0,47.0,65.0,62.0,70.0,69.0
E. Ruud,69,69,300000,3000,0,3.0,2.0,2,6,17,2.0,183,76,72.0,58.0,65.0,70.0,58.0,61.0,80.0,75.0,68.0,67.0,65.0,62.0,72.0,75.0,64.0,84.0,76.0,72.0,76.0,67.0,75.0,69.0,60.0,67.0,62.0,68.0,63.0,68.0,67.0
W. Johnson,69,69,700000,4000,0,4.0,3.0,8,6,2,15.0,155,72,56.0,60.0,60.0,72.0,72.0,65.0,70.0,69.0,69.0,65.0,65.0,58.0,63.0,63.0,70.0,76.0,64.0,77.0,70.0,67.0,75.0,63.0,61.0,62.0,72.0,63.0,64.0,69.0,68.0
M. Hartmann,69,69,850000,2000,0,4.0,3.0,8,3,26,8.0,183,77,66.0,67.0,63.0,66.0,66.0,62.0,58.0,47.0,49.0,67.0,68.0,71.0,70.0,72.0,66.0,71.0,82.0,76.0,72.0,63.0,64.0,37.0,74.0,60.0,83.0,73.0,37.0,22.0,21.0
